premise;hypothesis;label
ཕྱི་ཟླ་༦ པའི་ནང་ཚོགས་མི་ལྷན་ཚོགས་ཐོག་ཏེན་ཊི་ལ་ཨ་རིའི་དང་ཐཱ་ལིན་གྱི་མཐུན་འབྲེལ་དང་ཨལ་ཀ་ཨེ་ཌ་ཀྱི་ཐད་ཀྱི་གནས་སྟངས་ལ་ཞིབ་འཇུག་བྱ་རྒྱུའི་འགན་ཁུར་སྤྲད་ཡོད་འདུག ;སྐབས་ཤིག་ལ་ཏཱ་ལིན་གྱིས་ཨལ་ཀ་ཡད་ལ་འཐབ་རྒོལ་བྱེད་རྒྱུའི་གྲོས་འཆར་ཡོད་པ་རེད། ;0
ཕྱི་ཟླ་༦ པའི་ནང་ཚོགས་མི་ལྷན་ཚོགས་ཐོག་ཏེན་ཊི་ལ་ཨ་རིའི་དང་ཐཱ་ལིན་གྱི་མཐུན་འབྲེལ་དང་ཨལ་ཀ་ཨེ་ཌ་ཀྱི་ཐད་ཀྱི་གནས་སྟངས་ལ་ཞིབ་འཇུག་བྱ་རྒྱུའི་འགན་ཁུར་སྤྲད་ཡོད་འདུག ;ཕྱི་ཟླ་༦ པའི་མཇུག་རིལ་ཨ་རི་དང་ཐཱ་ལི་བཱན་གཉིས་ཨ་ལ་ཀཱ་ཡད་ལ་འཐབ་ཕྱོགས་མཐུན་སྒྲིག་བྱས་ཡོད། ;2
ཕྱི་ཟླ་༦ པའི་ནང་ཚོགས་མི་ལྷན་ཚོགས་ཐོག་ཏེན་ཊི་ལ་ཨ་རིའི་དང་ཐཱ་ལིན་གྱི་མཐུན་འབྲེལ་དང་ཨལ་ཀ་ཨེ་ཌ་ཀྱི་ཐད་ཀྱི་གནས་སྟངས་ལ་ཞིབ་འཇུག་བྱ་རྒྱུའི་འགན་ཁུར་སྤྲད་ཡོད་འདུག ;འཆར་གཞི་འདི་མཚམས་འཇོག་བྱས་ཡོད། གང་ལྟར་ཏཱ་ལིན་གྱིས་རོགས་རམ་ཆེད་དངུལ་དང་མཚོན་ཆ་མང་པོ་བཏང་དགོས་ཀྱི་འདུག ;1
ཕྱོགས་ཁ་ཅིག་ནས་མཉམ་འབྲེལ་གྱི་ལས་དོན་ཡར་རྒྱས་སོང་བ་དང་ཕྱོགས་ཁ་ཅིག་ནས་སྡུག་ཏུ་སོང་ཡོད། ;ལས་འགུལ་ཁག་ལ་དངུལ་གཏོང་རྒྱུ་དེ་ཡར་འཕར་སོང་ཡང་། ལས་འགུལ་གྱི་ལས་དོན་གྱི་འགྲོ་སོང་ཡང་ཡར་འཕར་སོང་ངོ་། ;1
ཕྱོགས་ཁ་ཅིག་ནས་མཉམ་འབྲེལ་གྱི་ལས་དོན་ཡར་རྒྱས་སོང་བ་དང་ཕྱོགས་ཁ་ཅིག་ནས་སྡུག་ཏུ་སོང་ཡོད། ;དེ་ནས་བཟུང་། མཉམ་འབྲེལ་གྱི་ལས་ཀ་དེ་ཐབས་ཤེས་སྣ་ཚོགས་ནས་ཡར་རྒྱས་ཕྱིན་ཡོད། ;2
ཕྱོགས་ཁ་ཅིག་ནས་མཉམ་འབྲེལ་གྱི་ལས་དོན་ཡར་རྒྱས་སོང་བ་དང་ཕྱོགས་ཁ་ཅིག་ནས་སྡུག་ཏུ་སོང་ཡོད། ;དེང་སང་མཉམ་ལས་བྱེད་རྒྱུ་དེ་སྔར་ལས་མི་འདྲ་བ་རེད། ;0
ང་ཚོའི་ས་མཚམས་དང་ཕྱི་མི་ཡོང་བའི་ལམ་ལུགས་དང་ཁྲིམས་སྲུང་འགག་སྡེ་བཅས་ཀྱིས་ཨ་རིའི་ཕྱི་མི་སྡེ་དང་དེ་ཚོའི་ཕ་ཡུལ་ནང་ཡོད་པའི་མི་རྣམས་ལ་དགའ་བསུ་དང་བཟོད་སྒོམ་དང་ཁྲིམས་དྲང་གི་བརྡ་འཕྲིན་གཏོང་དགོས་པ་རེད། ;ང་ཚོའི་རྒྱལ་ཁབ་འདི་ནས་བཙན་བྱོལ་པ་ཚོར་དགའ་བསུ་ཞུ་བཞིན་ཡོད་ཅེས་གསལ་པོར་བརྗོད་དགོས། ;0
ང་ཚོའི་ས་མཚམས་དང་ཕྱི་མི་ཡོང་བའི་ལམ་ལུགས་དང་ཁྲིམས་སྲུང་འགག་སྡེ་བཅས་ཀྱིས་ཨ་རིའི་ཕྱི་མི་སྡེ་དང་དེ་ཚོའི་ཕ་ཡུལ་ནང་ཡོད་པའི་མི་རྣམས་ལ་དགའ་བསུ་དང་བཟོད་སྒོམ་དང་ཁྲིམས་དྲང་གི་བརྡ་འཕྲིན་གཏོང་དགོས་པ་རེད། ;ང་ཚོའི་རྒྱལ་ཁབ་ཀྱིས་འཛམ་གླིང་གི་ངོས་ནས་རང་གི ་ སྐུ་འདྲ་འདྲ་ལེགས་པར་བཟོ་དགོས་པ་དང་འདིར་སྐྱབས་བཅོལ་བ་རྣམས་བསུ་བ་བྱེད་དགོས་པ་རེད། ;1
ང་ཚོའི་ས་མཚམས་དང་ཕྱི་མི་ཡོང་བའི་ལམ་ལུགས་དང་ཁྲིམས་སྲུང་འགག་སྡེ་བཅས་ཀྱིས་ཨ་རིའི་ཕྱི་མི་སྡེ་དང་དེ་ཚོའི་ཕ་ཡུལ་ནང་ཡོད་པའི་མི་རྣམས་ལ་དགའ་བསུ་དང་བཟོད་སྒོམ་དང་ཁྲིམས་དྲང་གི་བརྡ་འཕྲིན་གཏོང་དགོས་པ་རེད། ;ང་ཚོས་འདིར་ཕྱི་རྒྱལ་མི་ཡོང་བའི་དོན་ལ་གསལ་པོར་བརྗོད་དགོས་ཀྱི་འདུག ;2
ཨ་རིའི་ཨ་མ་རི་ཀའི་འབོད་སྐུལ་ཐོག་མར་སི་ཨི་ཨེས་ (CIA) ཀྱིས་ཟླ་ ༥ ཚེས་ ༡༦ ཉིན་སྙན་ཞུ་བྱས་འདུག ;ལས་ཁུངས་སུ་ཞིག་གིས་ཨ་རིར་འབོད་སྐུལ་གྱི་གནས་ཚུལ་མ་བཏང་བ་རེད། ;2
ཨ་རིའི་ཨ་མ་རི་ཀའི་འབོད་སྐུལ་ཐོག་མར་སི་ཨི་ཨེས་ (CIA) ཀྱིས་ཟླ་ ༥ ཚེས་ ༡༦ ཉིན་སྙན་ཞུ་བྱས་འདུག ;ལས་ཁུངས་གཞན་ཚོས་སྤྱི་ཟླ་ ༥ ཚེས་ ༡༧ ཉིན་ཨ་རིའི་ཨ་མ་རི་ཀའི་གཞུང་འབྲེལ་ཐོག་སྙན་ཞུ་བཏང་འདུག ;1
ཨ་རིའི་ཨ་མ་རི་ཀའི་འབོད་སྐུལ་ཐོག་མར་སི་ཨི་ཨེས་ (CIA) ཀྱིས་ཟླ་ ༥ ཚེས་ ༡༦ ཉིན་སྙན་ཞུ་བྱས་འདུག ;CIA གིས་ཨའི་ཨེའི་ (UAE) གྱི་འབོད་སྐུལ་གྱི་གནས་ཚུལ་དེ་སྤྱི་ཟླ་ ༥ ཚེས་ ༡༦ ཉིན་བཏང་འདུག ;0
དངུལ་འབྲེལ་ཚོང་ཁང་སྒོ་འབྱེད་གྱི་ཉིན་རྗེས་མར་གནས་ཚུལ་འདི་གསལ་བསྒྲགས་བྱས་པ་ཡིན། ;དངུལ་འབྲེལ་ཚོང་འབྲེལ་ནི་རྒྱུན་ཆད་མེད་པར་ལས་ཀ་བྱེད་བཞིན་ཡོད། ;2
དངུལ་འབྲེལ་ཚོང་ཁང་སྒོ་འབྱེད་གྱི་ཉིན་རྗེས་མར་གནས་ཚུལ་འདི་གསལ་བསྒྲགས་བྱས་པ་ཡིན། ;དངུལ་འབྲེལ་ཚོང་ཁང་རྣམས་ཉིན་གཅིག་རིང་ལ་སྒོ་མ་བརྒྱབ་པ་རེད། ;0
དངུལ་འབྲེལ་ཚོང་ཁང་སྒོ་འབྱེད་གྱི་ཉིན་རྗེས་མར་གནས་ཚུལ་འདི་གསལ་བསྒྲགས་བྱས་པ་ཡིན། ;ཚོང་འབྲེལ་འདི་རྒྱབ་པ་རེད། གང་ཡིན་ཟེར་ན། དངུལ་ཐོག་གི་དཀའ་ངལ་ཧ་ཅང་ཆེན་པོ་ཡོད་སྟབས། ;1
བན་ཌར་ཨལ་ཧ་ཛམ་ཡིས་ཨ་རི་ཛོ་ན་གནམ་གྲུ་ལས་འཛིན་ནས་སློབ་སྦྱོང་མུ་མཐུད་གནང་ཞིང་། དུས་ཡུན་ཐུང་ཐུང་ཐོག་སུད་ཨ་རིའི་རྒྱལ་ས་སུ་བསྐྱོད་པ་དང་། དེ་ནས་ཕྱི་ལོ་ ༢༠༠༠ ཟླ་ ༡ པའི་ནང་ཨ་རིའི་རྒྱལ་ས་ནས་ཕྱིར་ཐོན་པ་རེད། ;བན་ཌར་ཨལ་ཧ་ཛམ་ནི་ཨ་རིར་ཐེངས་ ༡༨ ཙམ་ཕེབས་མྱོང་། ;1
བན་ཌར་ཨལ་ཧ་ཛམ་ཡིས་ཨ་རི་ཛོ་ན་གནམ་གྲུ་ལས་འཛིན་ནས་སློབ་སྦྱོང་མུ་མཐུད་གནང་ཞིང་། དུས་ཡུན་ཐུང་ཐུང་ཐོག་སུད་ཨ་རིའི་རྒྱལ་ས་སུ་བསྐྱོད་པ་དང་། དེ་ནས་ཕྱི་ལོ་ ༢༠༠༠ ཟླ་ ༡ པའི་ནང་ཨ་རིའི་རྒྱལ་ས་ནས་ཕྱིར་ཐོན་པ་རེད། ;བན་ཌར་ཨལ་ཧ་ཛམ་ནི་ཕྱི་ལོ་ ༢༠༠༠ ལོར་ཨ་རིར་ཕེབས་པ་རེད། ;0
བན་ཌར་ཨལ་ཧ་ཛམ་ཡིས་ཨ་རི་ཛོ་ན་གནམ་གྲུ་ལས་འཛིན་ནས་སློབ་སྦྱོང་མུ་མཐུད་གནང་ཞིང་། དུས་ཡུན་ཐུང་ཐུང་ཐོག་སུད་ཨ་རིའི་རྒྱལ་ས་སུ་བསྐྱོད་པ་དང་། དེ་ནས་ཕྱི་ལོ་ ༢༠༠༠ ཟླ་ ༡ པའི་ནང་ཨ་རིའི་རྒྱལ་ས་ནས་ཕྱིར་ཐོན་པ་རེད། ;བན་ཌར་ཨལ་ཧ་ཛམ་ནི་ཨ་རིར་ནམ་ཡང་སོང་མེད། ;2
དགོས་ངེས་ཤེས་དགོས་ཀྱི་ལས་འགུལ་ནས་ཤེས་དགོས་ཀྱི་ལས་འགུལ་དུ་འགྲོ་དགོས་ཀྱི་སྐོར་ཤེས་འདོད་ཡོད་ན། James Steinberg ཀྱི་དཔང་པོ་བྱེད་སྟངས་ལ་གཟིགས་དང་། Oct. 14, 2003 ;James Steinberg ཀྱིས་དཔང་པོ་བྱས་དོན་ནི་ སྐལ་བ་མང་བ་སྤེལ་དགོས་ཀྱི་རེད། ;0
དགོས་ངེས་ཤེས་དགོས་ཀྱི་ལས་འགུལ་ནས་ཤེས་དགོས་ཀྱི་ལས་འགུལ་དུ་འགྲོ་དགོས་ཀྱི་སྐོར་ཤེས་འདོད་ཡོད་ན། James Steinberg ཀྱི་དཔང་པོ་བྱེད་སྟངས་ལ་གཟིགས་དང་། Oct. 14, 2003 ;James Steinberg གྱིས་ངེས་དོན་མཉམ་བགོས་བྱེད་རྒྱུ་དེ་གང་ཡིན་ཡང་འགོག་ཐབས་བྱེད་དགོས་པར་ནན་ཏན་གྱིས་བརྗོད་འདུག ;2
དགོས་ངེས་ཤེས་དགོས་ཀྱི་ལས་འགུལ་ནས་ཤེས་དགོས་ཀྱི་ལས་འགུལ་དུ་འགྲོ་དགོས་ཀྱི་སྐོར་ཤེས་འདོད་ཡོད་ན། James Steinberg ཀྱི་དཔང་པོ་བྱེད་སྟངས་ལ་གཟིགས་དང་། Oct. 14, 2003 ;སྔོན་ལ་གནས་ཚུལ་ཤེས་དགོས་ཀྱི་རྒྱུ་མཚན་གཙོ་བོ་ནི་གསང་བ་ཉུལ་བའི་དཔྱད་ཞིབ་པ་ཚོས་གསང་བ་སྤེལ་བའི་འཇིགས་སྣང་རེད། ;1
ལས་འགན་ཐོག་ཡོད་པའི་ཐེམ་སྐས་སྡེ་ཚན་ནང་དཔོན་པོ་དང་སྤྱི་དཔོན་དང་མེ་བསད་པའི་ལས་མི་ལྔ་ཡོད་ ;ཁྲོམ་གཞན་གྱི་ཐེམ་སྐས་སྡེ་ཁག་ནང་ མང་ཤོས་ར་ འཐུས་མི་༨ ཡོད་དོ་འདུག ;1
ལས་འགན་ཐོག་ཡོད་པའི་ཐེམ་སྐས་སྡེ་ཚན་ནང་དཔོན་པོ་དང་སྤྱི་དཔོན་དང་མེ་བསད་པའི་ལས་མི་ལྔ་ཡོད་ ;ལེ་ཌར་སྡེ་ཚན་ལ་དུས་རྟག་ཏུ་དཔོན་པོ་ཞིག་ཡོད། ;2
ལས་འགན་ཐོག་ཡོད་པའི་ཐེམ་སྐས་སྡེ་ཚན་ནང་དཔོན་པོ་དང་སྤྱི་དཔོན་དང་མེ་བསད་པའི་ལས་མི་ལྔ་ཡོད་ ;སྟབས་ཀྱི་སྡེ་ཚན་རེ་རེར་མི་གྲངས་ ༦ ཡོད་པ་རེད། ;0
བརྒྱུད་རིམ་དེའི་ནང་ Operation Infinite Resolve ཟེར་བའི་ལས་འགུལ་ཡང་ཡོད། ལས་འགུལ་དེའི་ནང་ཨལ་ཀ་ཨེ་དྷ་ལ་གྱི་དམིགས་ཡུལ་ཨཕ་གྷན་དུ་འཐབ་པའི་འཆར་གཞི་ཁག་ཡོད། ;འཆར་གཞི་གཅིག་ནི་གསང་བའི་ཁང་པ་བདུན་ལ་མཚོན་པའི་རྡུང་རྫས་བཏང་བ་རེད། ;1
བརྒྱུད་རིམ་དེའི་ནང་ Operation Infinite Resolve ཟེར་བའི་ལས་འགུལ་ཡང་ཡོད། ལས་འགུལ་དེའི་ནང་ཨལ་ཀ་ཨེ་དྷ་ལ་གྱི་དམིགས་ཡུལ་ཨཕ་གྷན་དུ་འཐབ་པའི་འཆར་གཞི་ཁག་ཡོད། ;ཨ་ཧབ་ནའི་ནང་དམིགས་ཡུལ་ལ་རྒྱབ་སྐྱོར་བྱ་རྒྱུའི་འཆར་གཞི་གང་ཡང་མེད་པ་རེད། ;2
བརྒྱུད་རིམ་དེའི་ནང་ Operation Infinite Resolve ཟེར་བའི་ལས་འགུལ་ཡང་ཡོད། ལས་འགུལ་དེའི་ནང་ཨལ་ཀ་ཨེ་དྷ་ལ་གྱི་དམིགས་ཡུལ་ཨཕ་གྷན་དུ་འཐབ་པའི་འཆར་གཞི་ཁག་ཡོད། ;ཨ་ལ་ཀཱ་ཡད་ལ་འཐབ་རྒོལ་བྱེད་རྒྱུའི་འཆར་གཞི་མང་པོ་བཀོད་འདུག ;0
སྤྱི་ལོ་༡༩༩༨ ལོར་ཀལ་རེག་གིས་ཐབས་ལམ་དེ་དྭངས་གསལ་དུ་སྟོན་ཐབས་ཀྱི་ལས་རིམ་ཞིག་འགོ་ཁྲིད་བྱས་ཤིང་། ;ཝལ་ཀེར་གྱིས་མི་ཚོས་ཐབས་ལམ་དེ་ཕན་ཐོགས་མེད་པ་དེ་ཤེས་པར་འདོད་ཀྱི་འདུག ;0
