input_sentence_1;input_sentence_2;input_sentence_3;input_sentence_4;sentence_quiz1;sentence_quiz2;answer_right_ending
ཨེན་ཌྲུ་ནི་སང་ཉིན་གཉེན་སྒྲིག་བྱེད་རྒྱུ་རེད། ;ཁོང་ཟླ་བ་ཁ་ཤས་སྔོན་ནས་ཆང་སའི་ཨ་ལོང་ཉོས་ཀྱང་རྙེད་མ་ཐུབ་པ་རེད། ;ཁོང་རང་གི་ཁང་པའི་ནང་དུ་ས་ཆ་གང་ཙམ་ལ་ལྟ་བ་རེད། ;མཇུག་ཏུ་ཁོ་ནི་ཚོང་ཁང་དུ་ཕྱིར་ལོག་བྱས་ནས་ ཚད་གཞི་གསར་དུ་བསྒྱུར་དགོས་པ་དེ་དྲན་པ་རེད། ;ཨེན་ཌྲུ་ (Andrew) གྱིས་སྒྲོམ་དེ་རྙེད་པའི་རྗེས་སུ། སེམས་ཕམ་ཆེན་པོ་བྱུང་ངོ་། ;ཨན་ཌུ་ལ་སེམས་གསོ་ཆེན་པོ་བྱུང་ངོ་། ;2
ཐེ་རི་གྱིས་ལས་ཀ་ནས་ཨ་སྒོར་ ༢༠༠ རྙེད་བྱུང་། ;ཁོང་དངུལ་དེ་ཁྱིམ་དུ་འཁྱེར་སོང་ཡང་། ཁོང་གིས་བྱ་བ་དྲང་པོ་བྱས་ཡོད་མེད་ལ་ཐེ་ཚོམ་སྐྱེས་པ་རེད། ;ཉིན་རྗེས་མར་དངུལ་དེ་ལས་ཀ་བྱེད་སར་འཁྱེར་ནས་རྩིས་སྤྲོད་བྱས་པ་ཡིན། ;བདུན་ཕྲག་གཅིག་གི་རྗེས་སུ་དངུལ་དེ་ལེན་མཁན་སུ་ཡང་མ་བྱུང་བས། ལས་འཛིན་པས་ཁོ་ལ་ཕྱིར་སྤྲོད་བྱས་པ་རེད། ;ཁོང་རང་གི་ཐག་གཅོད་ལ་ངོ་རྒོལ་བྱས་པ་དང་རང་ཉིད་ལ་ཡང་ངོ་རྒོལ་བྱས་པ་ཡིན། ;ཁོང་གིས་དྲང་པོ་བྱ་རྒྱུ་ལ་བྱ་དགའ་ཐོབ་པ་ཤེས་སོ། ;2
ངས་ཆུ་སྦང་དུས་ཡུན་རིང་པོར་དྲོ་པོ་གཏོང་རྒྱུར་དགའ་པོ་ཡོད། ;ཚོར་བ་ཧ་ཅང་ཡག་པོ་འདུག སྤྲོ་བ་ཡང་ཡོད། ;སྙིང་རྗེ་ཆེ། དེ་དག་ནི་འཕྲོག་རླག་གཏོང་གི་རེད། ;ངས་ཆང་རག་འཐུང་དུས་རྒྱུན་དུ་སེམས་འཁྲལ་བྱེད་ཀྱི་ཡོད། ;ངས་ཉིན་རེར་སྨན་སྣ་གཉིས་ལས་གཅིག་འཐུང་གི་ཡོད། ;ངས་བདུན་ཕྲག་རེར་ཆུ་ཚ་པོ་ཐེངས་གཅིག་མ་གཏོགས་མ་འཐུང་རྒྱུ་ཐག་བཅད་པ་ཡིན། ;2
བེ་རི་ཡིས་རྩེད་ཐང་བརྩམས་པ་དགའ། ;བེ་རི་ཡིས་རྩེད་འགྲན་ཞིག་བལྟ་བར་འགྲོ་རྒྱུ་ཐག་བཅད་པ་རེད། ;བེ་རི་ནི་རྩེད་ཐང་དུ་སོང་ནས་སྒོར་གཅིག་ཉོས་པ་རེད། ;ནང་ལ་འཛུལ་ནས་བེ་རི་གྱིས་ཁུ་བ་འཐུང་རྒྱུ་ཐག་བཅད་སོང་། ;བེ་རི་ཡིས་ཧོཊ་ཌོག་ (hot dog) ཅིག་ཡང་ཉོས་པ་རེད། ;བེ་རི་ཡིས་རྩེད་འགྲན་སྤངས་རྒྱུའི་ཐག་བཅད་པ་རེད། ;1
ལོ་ཙཱ་བའི་ནང་ལ་འབྲས་ཀྱི་སྦྲང་འབུ་ཡོད་འདུག ;ང་ཚོས་སྨན་བཅོས་སྣ་ཚོགས་འཚོལ་ཞིབ་བྱས་པ་ཡིན། ;ང་ཚོས་དཀར་ཡོལ་ནང་དུ་ཆང་དམར་པོ་འཐུང་མྱོང་། ;དེ་སྒྲུབ་མ་ཐུབ་པས་ང་ཚོས་རྙི་ཞིག་ཉོས་པ་ཡིན། ;ང་ཚོས་གྲུབ་འབྲས་མཐོང་རྗེས་ཆང་དམར་པོ་མང་བ་བླུགས་པ་ཡིན། ;ང་ཚོས་རྙི་དེ་སྤྱོད་བཞིན་པ་ཡང་མཐོང་ཐུབ་ཀྱི་རེད། ;2
རེམ་ནི་འོ་མ་འཐུང་རྒྱུར་དགའ་བ་རེད། ;འོན་ཀྱང་ཉིན་ཞིག་མོ་ཡིས་འོ་མ་ས་ལ་གཏོར་སོང་། ;མོ་ཡིས་ཆུ་རླག་དེ་ཡང་དག་པར་གཙང་མ་བཟོ་བར་བསམ་བློ་མ་བཏང་བ་རེད། ;སྔ་དྲོ་མོ་གཉིད་སད་སྐབས་དྲི་ངན་བྲོ་བ་བྱུང་། ;རེམ་ནི་འོ་མ་མ་འཐོར་བར་སྦྱངས་པ་དང་། དེ་ལས་གཙང་བར་ཡང་སྦྱངས་ཡོད། ;རེམ་ཡིས་འོ་མ་མང་ཙམ་ས་ལ་གཏོར་རྒྱུ་དེ་བསམ་བློ་ཡག་པོ་རེད་སྙམ་བྱུང་། ;1
ཧེ་ཊར་དང་མཱར་ཀུ་སི་གཉིས་རང་གི་མཐུན་འབྲེལ་གྱི་རིམ་པ་གསར་པ་ལེན་པར་གྲ་སྒྲིག་བྱས་ཡོད། ;ཁོང་གཉིས་ནི་དགའ་སྐྱིད་ལྡན་པའི་གཉེན་སྒྲིག་གསར་པ་ཞིག་ཡིན་མོད། འོན་ཀྱང་ཁོང་ཚོས་རང་གི་ནང་མིའི་ནང་མི་ཞིག་ཀྱང་ཡོང་འདོད་འདུག ;ཁོང་གཉིས་ཕྲུ་གུ་སྐྱེས་རྒྱུར་གྲ་སྒྲིགས་མེད་ན་ཡང་། ཁོང་གཉིས་སོ་སོ་རང་ལོགས་སུ་ཡོད་པ་རེད། ;ཁོང་གཉིས་སེམས་མ་ཁོམ་པའི་རྐྱེན་ཀྱིས་ སེམས་ཅན་སྲུང་སྐྱོབ་ཁང་ཞིག་ཏུ་སོང་ནས་ཁྱི་ཞིག་དང་བྱམས་བརྩེ་བྱས་པ་རེད། ;ཁོ་ཚོས་ཁྱི་དེ་བླངས་པ་རེད། ;ཁོང་ཚོས་དུད་འགྲོ་མེད་པའི་གནས་ཁང་ནས་ཐོན་པ་རེད། ;1
མི་མང་པོ་སློབ་གྲྭར་འགྲོ་གི་འདུག ;དེ་རྣམས་ཀྱང་མྱུར་དུ་འགྲོ་འདོད་རེད། ;མི་རྣམས་ཀྱིས་ཕན་ཚུན་དེད་ནས་འགྲོ་བཞིན་ཡོད། ;ཁོང་ཚོ་ས་ལ་ལྷུང་སོང་། ;དེ་རྣམས་རང་གི་ཁྱིམ་དུ་ལོག་པ་རེད། ;མི་ཚོགས་མང་པོས་མི་མང་པོ་སློབ་གྲྭར་ཕྱི་དྲོ་བར་བཟོས་པ་རེད། ;2
གཟའ་ལྷག་པ་དེར་ཨ་ཛཱ་ལི་ཡའི་གླུ་དབྱངས་སྟོན་ཞིག་ཏུ་སོང་བ་ཡིན། ;གླུ་གར་གྱི་འགྲེམས་སྟོན་དེ་ནི་ངོ་མཚར་ཆེན་པོ་ཞིག་རེད། ;ང་མདུན་གྱི་གྲལ་རིམ་ནང་སྡོད་དགོས་པ་ཡིན། ;སྟོན་ཁང་ནས་ཐོན་རྗེས། ངས་མོ་དང་ཐུག་འཕྲད་བྱེད་པའི་ཕྱིར་ཁང་པའི་རྒྱབ་ཏུ་ཕྱིན་པ་ཡིན། ;ཨ་ཛཱ་ལི་ཡ་ནི་ཧ་ཅང་ཡག་པོ་འདུག ;ངས་སླར་ཡང་གླུ་གར་ཚོགས་པ་དེར་འགྲོ་རྒྱུ་མིན། ;1
ཨེ་རི་ཀས་དུས་རྟག་ཏུ་ཁེ་བོར་ཆེན་པོ་ཡོད་པ་རེད། ;ཁོང་རང་གི་ལོ་གསར་གྱི་དམིགས་ཡུལ་ནི་ཟས་རིགས་ལ་མཚམས་འཇོག་བྱ་རྒྱུ་རེད། ;ཁོང་ཕྱི་ཟླ་ ༡ པའི་ནང་ལུས་རྩལ་ཁང་དུ་སོང་ནས་ཟས་རིགས་ལེགས་པོ་ཟ་བ་རེད། ;ཟླཝ་གཅིག་ཙམ་གྱི་རིང་གནས་ཀྱི་ཡོད། ;དེ་ནས་ཨེ་རི་ཀས་ལུས་རྩལ་མཚམས་འཇོག་བྱས་པ་ཡིན། ;ཨེ་རི་ཀིས་ཟས་མི་ཟ་བའི་ནད་དངས་མ་བྱུང་སོང་། ;1
ཤ་ལིས་སློབ་གྲྭ་ནང་དུ་སློབ་སྦྱོང་ལེགས་པར་བྱེད་ཐུབ་ཐབས་མེད་ཀྱི་དཀའ་སྡུག་མྱོང་བཞིན་འདུག ;ཕ་མ་གཉིས་ཀྱིས་མོ་ལ་སེམས་ཤུགས་སྤེལ་དགོས་པར་ཐག་བཅད་པ་རེད། ;གལ་ཏེ་མོ་ལོ་རིམ་མཇུག་གི་སློབ་སྦྱོང་ལེགས་པོ་བྱས་ན། ངལ་གསོའི་དུས་སྐབས་དེ་མོ་རང་གིས་འདེམས་དགོས་ཀྱི་འདུག་ཅེས་ཁོ་ཚོས་སྨྲས་འདུག ;སཱ་ལིས་ཉིན་མཚན་མེད་པར་སློབ་སྦྱོང་བྱས་པ་དང་། མོས་ལས་དོན་ལེགས་པར་སྒྲུབ་འདོད་ཀྱི་རེད། ;སྦྱངས་སྦྱོང་བྱས་རྗེས་སལ་ལིས་མེའི་ཤིང་སྒྲུག་པ་རེད། ;སཱ་ལིས་ལས་དོན་ལེགས་པར་བྱས་པ་དང་། ཕ་མ་གཉིས་ཁོ་མོ་ཧ་ཝའི་ལ་བསྐྱོད་པར་མོས་མཐུན་བྱས་པ་ཡིན། ;2
ང་ཆུང་དུས་ང་དང་ངའི་སྤུན་རྣམས་དངུལ་དགོས་ཀྱི་ཡོད། ;ང་ཚོས་ལི་མོན་ཌའི་ཚོང་ཁང་ཞིག་བཟོ་རྒྱུའི་བསམ་བློ་ཡོང་བ་རེད། ;ང་ཚོས་རང་གི་ཁང་པའི་ཕྱི་རོལ་དུ་སྡོད་རྒྱུ་ཐག་བཅད་པ་ཡིན། ;ང་ཚོས་མི་བཅུ་ཕྲག་ཁ་ཤས་ལ་ལི་མོན་ཌི་བཙོང་གི་ཡོད། ;ང་ཚོས་དངུལ་གང་ཡང་ཐོབ་མེད། ;ང་ཚོས་རང་གི་དགོས་མཁོ་རྣམས་སྒྲུབ་པའི་ཆེད་དུ་དངུལ་མང་པོ་ཐོབ་པ་ཡིན། ;2
ང་ཆུང་དུས་གློག་མེ་ལ་ཧ་ཅང་དགའ་པོ་ཡོད། ;ང་ལོ་ན་རྒས་རྗེས་གློག་མེ་ལ་གློག་ཐག་ཆུང་བ་ཞིག་ཉོས་པ་ཡིན། ;ངས་དེ་དག་ངའི་དངུལ་ཁུག་ནང་བཞག་སྟེ། ;རྗེས་སུ་གློག་ཀླད་ཁ་པར་ཐོན་པའི་སྐབས་གློག་མེ་དེ་མི་དགོས་པ་རེད། ;ངའི་ཁང་པ་ནང་དུ་གློག་མེ་གང་ནས་ངས་གང་བྱེད་དགོས་ཀྱང་མི་ཤེས་པ་རེད། ;ངས་ངའི་གློག་ཀླད་ལ་མི་དགའ་བ་རེད། ;1
ཐེ་རི་ཡིས་རང་གི་མིང་ལ་སྡང་བ་རེད། ;ཁོང་ཚོས་མིང་ངོ་སྤྲོད། Super Metro Volcano Man ལྟ་བུ་ཞིག་དགོས་པ་རེད། ;ཁོང་རང་གི་མིང་བསྒྱུར་འདོད་ཡོད་ཅེས་རང་གི་ཨ་མ་ལ་བཤད་པ་རེད། ;ཨ་མས་ཁོ་ལ་ཁོང་གི་བྱམས་པའི་ཕ་མེས་ཀྱི་མིང་བཏགས་ཡོད་པ་བཤད་བྱུང་། ;ཐེ་རི་ནི་རང་ལོ་ ༤༥ ཡིན་པ་རེད། ;ཐེ་རི་ད་དུང་སེམས་ཕམ་པ་རེད། ;2
པ་ར་ཀེར་གྱི་ཁྱིམ་ཚང་ནི་ཁང་པ་གསར་པ་ཞིག་འཚོལ་བཞིན་ཡོད། ;ཁོང་ཚོས་གྲོང་ཁྱེར་ཡོངས་སུ་འཚོལ་ཀྱང་རང་གི་འདོད་པའི་ཁྱིམ་མ་རྙེད་པས། ;མཇུག་ཏུ་ཁོང་ཚོས་གཅེས་པའི་ཁང་ཁྱིམ་མཛེས་པོ་ཞིག་རྙེད་བྱུང་། ;ཁང་པ་དེ་ཧ་ཅང་མཛེས་པོ་འདུག ;པ་ར་ཀེར་གྱི་ཁྱིམ་ཚང་ནི་སེམས་ཕམ་ཆེན་པོ་བྱུང་ངོ་། ;སུད་སིའི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མི་ཚེའི་སྐོར་གྱི་གཏམ་བཤད། ;2
དོ་མིས་དེ་རིང་རང་གི་བུམོ་ཆུང་གི་ཁྱིམ་དུ་འགྲོ་རྒྱུ་ཐག་བཅད་འདུག ;ཁོང་རང་ནུས་པ་གང་ཡོད་ཀྱིས་མྱུར་དུ་སྣུམ་འཁོར་བཏང་། ཡིན་ཡང་སྣུམ་འཁོར་གྱི་རྒྱུན་ལམ་མང་པོ་འདུག ;ཁོང་ཁྱིམ་གྱི་མདུན་ལ་སླེབས་ནས་སྒོའི་སྒྲ་སྒྲོགས་སོང་། ;སྒོ་ཕྱེ་ཡོད་ཀྱང་། སུས་ཀྱང་ལན་མ་བརྒྱབ་པས། ;ཊོམ་གད་མོ་གད་མོ་བཏང་སོང་། ;ཐོམ་ནི་སེམས་ཁྲལ་བྱེད་འགོ་ཚུགས་པ་རེད། ;2
ཀེལ་ལིའི་ཤིང་རྟ་འཁོར་ལོའི་གློག་ཤུགས་ཆག་སོང་། ;མོས་ཁོ་བྲོས་ཐབས་བྱས་ཀྱང་ཕན་ཐོགས་མེད། ;མཐའ་མར་མོ་དེས་ཤིང་ཆས་བཟོ་ཚོང་ཁང་དུ་འཁྱེར་སོང་། ;ཁོ་ཚོས་མོ་ལ་བརྟག་དཔྱད་བྱས་པ་དང་དེ་ཤི་འདུག ;ཀེལ་ལིས་གློག་མེ་དེ་ད་དུང་ཡག་པོ་ཡོད་པར་དགའ་པོ་བྱུང་ངོ་། ;ཀེལ་ལིས་འགག་ཆ་བྱས་ནས་གློག་རྡུལ་གསར་པ་ཞིག་ཉོས་པ་ཡིན། ;2
